,Title,SoldPrice,SoldDate,ListingLink
0,HP ELITEBOOK 850 G2 Intel Core i7 5th Gen  16GB RAM 256GB SSD FHD WIN10 Pro,"<span class=""s-item__price""><span class=""POSITIVE"">£199.00</span></span>","<div class=""s-item__title--tagblock""><span class=""POSITIVE"">Sold  5 Jan 2023</span><span class=""clipped"">Sold item</span></div>",https://www.ebay.co.uk/itm/266065693190?hash=item3df2c04a06%3Ag%3A%7ElQAAOSwxbFjrcpZ&amdata=enc%3AAQAHAAAA4B%2Bf%2FCuhxgNVysUiYZovudMTh0jvse7%2FCiPdIwCGtE216O7x0c5hHW2SFHwyMysI%2BbpvM1m7tWrs0iiQoBZ19mCJI6pPlex%2BSFR1%2BfArNNrVdS5jKsKqjZHesXU9e27mntVlOWR4QZsneKZlgx5NH8DU86Y3iC38rUV412RhRddc77EDmVie%2BDiUjJtsYAetHOP5ilH2xt%2Bzof0LAh134DQX8JHRkYLTxpM0HOXdDAP03EQb3i3IKtjcxOyNmGfFBshGiHbKgzbpVh7gqBXdlxMjWewZK1sxdopTSAnkIZvN%7Ctkp%3ABk9SR9zcwfa3YQ&LH_BIN=1&LH_ItemCondition=3000%7C3000
