Order_Number_id,Asset_QR,Type,Make,Model,Serial_Number,CPU,RAM,Storage,Storage_Serial_Number,Storage_Capacity,GPU,Motherboard_Test,CPU_Test,RAM_Test,Wipe_Method,Wipe_Start_Time,Wipe_End_Time,Wipe_Result,Weight,Ecommerce_Title,Ecommerce_Category,Ecommerce_Condition,Ecommerce_Condition_Description,Ecommerce_Item_Description,Ecommerce_Price,Ecommerce_SuitableFor,Ecommerce_FormFactor,Ecommerce_Features,Ecommerce_Connectivity,Created,Updated
,FM02030065,Laptop,Apple Inc.,"MacBookPro12,1",C02R5NA3FVH3,Intel Core i5-5257U CPU @ 2.70GHz,8.0,,,,Intel Corporation Iris Graphics 6100,Pass,Pass,Pass,None,None,None,None,0,"Apple Inc. MacBookPro12,1 Intel Core i5-5257U CPU @ 2.70GHz 8.0GB RAM nan",,,,,0,"Casual Computing, Office",,,,2023-02-03 13:00:52.205069,2023-02-03 13:00:52.205069
